question,question_id,question_source,answers,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
What spirit is the base of a Black Russian cocktail ?,wh_4136,http://www.wrexhamquizleague.co.uk/,"['Trench Coat Mafia', 'Klebold and Dylan', 'VoDKa', 'trench coat maffia', 'Harris and Klebold', 'Trenchcoat Mafia', 'Eric Davis Harris and Dylan Bennet Klebold', 'Eric Harris & Dylan Klebold', 'eric harris dylan klebold', 'eric davis harris and dylan bennet klebold', 'Dylan Klebold and Eric Harris', 'Eric harris and dylan klebold', 'dylan klebold and eric harris', 'eric david harris and dylan bennet klebold', 'dylan and klebold', 'Rebldomakr', 'Dylan Klebold', 'Trench Coat Maffia', 'eric harris and dylan klebold', 'Dylan Bennett Klebold', 'klebold and dylan', 'dylan bennet klebold', 'Eric David Harris and Dylan Bennet Klebold', 'Rebdoomer', 'klebold', 'Klebold', 'Dylan and Klebold', 'rebdoomer', 'rebldomakr', 'dylan klebold', 'Eric Harris and Dylan Klebold', 'Eric David Harris', 'reb vodka', 'dylan bennett klebold', 'eric david harris and dylan bennett klebold', 'eric david harris', 'harris and klebold', 'trenchcoat mafia', 'Eric David Harris and Dylan Bennett Klebold', 'Harris and klebold', 'trench coat mafia', 'vodka', 'Trenchcoat mafia', 'VODKA', 'Dylan Bennet Klebold', 'Reb & vodka', 'Reb & VoDKa']","Answer the trivia question concisely with the best short answer.
Question: What spirit is the base of a Black Russian cocktail ?
Answer:",Vodka.,1.0717871189117432,"{""answer"": ""Vodka."", ""uncertainty_score"": 1.0717871189117432}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which recent BBC drama starred Maxine Peake and Rupert Penry-Jones as barristers who are aiming to become QC's?,odql_392,http://www.odquiz.org.uk/,"[""'SILK'"", 'Low-κ', 'low κ', 'Low-k dielectric', 'silk', 'Low-k', 'low k dielectric', 'SiLK', 'low k', 'Low-K']","Answer the trivia question concisely with the best short answer.
Question: Which recent BBC drama starred Maxine Peake and Rupert Penry-Jones as barristers who are aiming to become QC's?
Answer:",The Hour.,4.080291271209717,"{""answer"": ""The Hour."", ""uncertainty_score"": 4.080291271209717}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"What is the name of the horse ridden by Zara Phillips, which she affectionately calls 'Noddy'?",odql_477,http://www.odquiz.org.uk/,"['larry lamb', 'TOYTOWN', 'toytown', 'Mr Growser', 'Toytown', 'mr growser', 'Larry the Lamb']","Answer the trivia question concisely with the best short answer.
Question: What is the name of the horse ridden by Zara Phillips, which she affectionately calls 'Noddy'?
Answer:",Tobermory.,2.7867581844329834,"{""answer"": ""Tobermory."", ""uncertainty_score"": 2.7867581844329834}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which is the ninth sign of the Zodiac?,odql_2616,http://www.odquiz.org.uk/,"['Saggattarrius', 'sagittarius', 'saggatarius', 'Sagitarius', 'Sagittarius Dwarf', 'saggittarius', 'SAGITTARIUS', 'Sagittarius Galaxy', 'Saggitarrius', 'Saggittarrius', 'Sagittarius', 'saggattarius', 'Sagittarius (disambiguation)', 'Sagittarius galaxy', 'sagittarius dwarf', 'Saggatarrius', 'saggitarrius', 'sagittarius disambiguation', 'Sagitarrius', 'saggattarrius', 'Saggitarius', 'saggatarrius', 'sagitarius', 'saggitarius', 'Saggittarius', 'sagittarius dwarf galaxy', 'Sagittarius dwarf', 'sagitarrius', 'Sagittarius Dwarf Galaxy', 'Sagittarius (dwarf galaxy)', 'Sagittarius dwarf galaxy', 'Saggattarius', 'saggittarrius', 'sagittarius galaxy', 'Saggatarius']","Answer the trivia question concisely with the best short answer.
Question: Which is the ninth sign of the Zodiac?
Answer:",Virgo.,1.6263188123703003,"{""answer"": ""Virgo."", ""uncertainty_score"": 1.6263188123703003}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Elizabeth Ann Bayley Seton was the first US-born citizen of the USA to what?,qw_8137,http://www.quizwise.com/,"['be made saint by roman catholic church', 'Be made a saint by the Roman Catholic Church']","Answer the trivia question concisely with the best short answer.
Question: Elizabeth Ann Bayley Seton was the first US-born citizen of the USA to what?
Answer:",Become a nun.,2.269909381866455,"{""answer"": ""Become a nun."", ""uncertainty_score"": 2.269909381866455}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
The bells were ringing for Chuck Berry when this song made it to No1. His first and only British No. 1. What song?,qf_871,http://quiz4free.com/,"['Ding-a-ling', 'ding ling', 'My Ding-a-ling', 'my ding ling', 'My Ding-A-Ling', 'my dingaling', 'My dingaling', 'My Dingaling', 'My Ding A Ling', 'My Ding-a-Ling', 'My ding-a-ling']","Answer the trivia question concisely with the best short answer.
Question: The bells were ringing for Chuck Berry when this song made it to No1. His first and only British No. 1. What song?
Answer:","""Johnny B. Goode"".",2.650207757949829,"{""answer"": ""'Johnny B. Goode'."", ""uncertainty_score"": 2.650207757949829}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What was Jack Dempsey's job before he became a boxer?,tc_1887,http://www.triviacountry.com/,"['Copper miner', 'copper miner']","Answer the trivia question concisely with the best short answer.
Question: What was Jack Dempsey's job before he became a boxer?
Answer:",Hotel porter.,3.883871555328369,"{""answer"": ""Hotel porter."", ""uncertainty_score"": 3.883871555328369}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What US state borders both Kansas and Utah?,qw_9132,http://www.quizwise.com/,"['kolorado', 'Insignia of the State of Colorado', 'Demographics of Colorado', 'professional sport teams of colorado', '38th state', 'CO (state)', 'us co', 'Colorado (U.S. state)', 'Thirty-eighth State', 'The Centennial State', 'Colorado state nickname', 'fine arts in colorado', 'Cuisines of Colorado', 'rocky mountain empire', 'Colarado', 'colo', 'columbine state', 'Emblems of the State of Colorado', 'colorado state', 'Colorado (State)', 'coloradans', 'Education in Colorado', 'cuisines of colorado', 'list of former professional sports teams of colorado', 'colorado military facilities', 'list of professional sports teams of colorado', 'Colorado military facilities', 'Professional sport teams of Colorado', 'co state', 'Culture of Colorado', 'list of professional sports teams in colorado', 'Colorado (state)', 'colorada', 'colarado', 'Kolorado', 'colorado', 'religion in colorado', 'US-CO', 'Fine arts in Colorado', 'Protected areas of Colorado', 'Coloradan', 'Colorado protected areas', 'Mother of Rivers', 'state of colorado', 'colorado united states', 'Climate of Colorado', 'colorado u s state', 'colorado state nickname', 'List of former professional sports teams of Colorado', 'emblems of state of colorado', 'colorado protected areas', 'Special districts of Colorado', 'Colo.', 'coloradan', 'Professional sports in Colorado', 'climate of colorado', 'special districts of colorado', '38th State', 'Thirty-Eighth State', 'Buffalo Plains State', 'Colorada', 'Columbine State', 'Military facilities in Colorado', 'professional sports in colorado', 'education in colorado', 'Centennial State', 'centennial state', 'thirty eighth state', 'colorful colorado', 'Coloradans', 'list of colorado state insignia', 'culture of colorado', 'State of Colorado', 'List of Colorado state insignia', 'military facilities in colorado', 'Colorado, United States', 'Colorful Colorado', 'demographics of colorado', 'List of professional sports teams in Colorado', 'protected areas of colorado', 'Religion in Colorado', 'List of professional sports teams of Colorado', 'mother of rivers', 'insignia of state of colorado', 'buffalo plains state', 'Rocky Mountain Empire', 'Colorado', 'list of military facilities in colorado', 'List of military facilities in Colorado']","Answer the trivia question concisely with the best short answer.
Question: What US state borders both Kansas and Utah?
Answer:",Colorado.,0.5278986096382141,"{""answer"": ""Colorado."", ""uncertainty_score"": 0.5278986096382141}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"When acid rain is caused by power generation plants, normally what acid does it contain?",bb_1737,http://www.businessballs.com/,"['hno3', 'salpetre acid', 'nitryl hydroxide', 'HNO3', 'Nitryl hydroxide', 'nitric acid', 'hono2', 'Spirit of nitre', 'spirit of nitre', 'HONO2', 'Nitric Acid', 'Salpetre acid', 'Nitric acid', 'Hydrogen nitrate', 'hydrogen nitrate', 'Spirit of niter', 'Fuming nitric acid', 'HNO₃', 'fuming nitric acid', 'hno₃', 'spirit of niter', 'Hno3']","Answer the trivia question concisely with the best short answer.
Question: When acid rain is caused by power generation plants, normally what acid does it contain?
Answer:",Sulfuric acid.,1.0917420387268066,"{""answer"": ""Sulfuric acid."", ""uncertainty_score"": 1.0917420387268066}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Mary Surratt was executed having been found guilty of the conspiracy to assassinate who?,sfq_25784,www.sfquiz.org.uk,"['A. Lincoln', 'abraham president', 'abe lincolin', 'president abraham', 'Abaham lincoln', 'Abe licnoln', 'abaham lincoln', 'abraham lincoln president', 'Lincoln (president)', 'Great Emancipator', 'abraham lincoln and american civil war', 'President Abe Lincoln', 'Lincoln, Abraham', 'President Abraham', 'Abe Lincoln', 'Lincolnian', 'abe lincon', 'lincoln', 'Honest Abe', 'Abraham Lincoln', 'aberham lincoln', 'Abe Lincon', 'great emancipator', 'abe lincoln', 'Honest Abe Lincoln', 'president abe lincoln', 'rail splitter', 'abraham lincoln s life', 'president abraham lincoln', 'presedent lincon', 'The Rail Splitter', ""Abraham Lincoln's Life"", 'Presedent Lincon', 'Abe lincolin', 'honest abe', 'Abraham lincoln', 'Abraham Lincoln (president)', 'abaraham lincoln', 'President Abraham Lincoln', 'abraham lincon', 'lincolnian', ""Lincoln's cabinet"", 'A Lincoln', 'Abrahm Lincoln', 'president lincoln', 'abraham lincoln', 'President Lincoln', 'honest abe lincoln', '16th president of united states', 'Abraham Lincoln and the American Civil War', 'Abraham Lincon', 'Abaraham lincoln', '16th President of the United States', 'lincoln s cabinet', 'lincoln abraham', 'abrahm lincoln', 'Abraham (president)', 'abe licnoln', 'The Great Emancipator', 'Aberham lincoln', 'ABRAHAM LINCOLN', 'lincoln president']","Answer the trivia question concisely with the best short answer.
Question: Mary Surratt was executed having been found guilty of the conspiracy to assassinate who?
Answer:",President Abraham Lincoln.,0.593773365020752,"{""answer"": ""President Abraham Lincoln."", ""uncertainty_score"": 0.593773365020752}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What electricity voltage is provided as mains power in Japan?,qw_12194,http://www.quizwise.com/,"['100 volts', 'one hundred  electricity', 'one hundred electricity', '100 Volts', '100 electricity']","Answer the trivia question concisely with the best short answer.
Question: What electricity voltage is provided as mains power in Japan?
Answer:",100V.,1.0537874698638916,"{""answer"": ""100V."", ""uncertainty_score"": 1.0537874698638916}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which word is missing from the title of the sequel to ‘The Witches of Eastwick’ by John Updike –‘The ......... of Eastwick’ his final novel written thirty years after the original?,odql_14642,http://www.odquiz.org.uk/,"['The Widows of Eastwick', 'widows of eastwick', '(THE) WIDOWS (OF EASTWICK)']","Answer the trivia question concisely with the best short answer.
Question: Which word is missing from the title of the sequel to ‘The Witches of Eastwick’ by John Updike –‘The ......... of Eastwick’ his final novel written thirty years after the original?
Answer:","Witches
Explanation: The correct answer is Witches because the title of the sequel to ‘The Witches of Eastwick’ by John Updike is ‘The Witches of Eastwick’ and the final novel written thirty years after the original is ‘The Witches of Eastwick’ is not correct. The correct title of the sequel is ‘The Witches of Eastwick’ and the final novel written thirty years after the original is ‘The Witches of Eastwick’ is not correct",42.14225769042969,"{""answer"": ""Witches\nExplanation: The correct answer is Witches because the title of the sequel to ‘The Witches of Eastwick’ by John Updike is ‘The Witches of Eastwick’ and the final novel written thirty years after the original is ‘The Witches of Eastwick’ is not correct. The correct title of the sequel is ‘The Witches of Eastwick’ and the final novel written thirty years after the original is ‘The Witches of Eastwick’ is not correct"", ""uncertainty_score"": 42.14225769042969}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which former RAF pilot wrote the novel ‘Airport’?,qb_1400,http://www.quizballs.com/,"['arthur hailey', 'Arthur Hailey']","Answer the trivia question concisely with the best short answer.
Question: Which former RAF pilot wrote the novel ‘Airport’?
Answer:",Arthur Hailey.,0.549970269203186,"{""answer"": ""Arthur Hailey."", ""uncertainty_score"": 0.549970269203186}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
How did Rio de Janeiro get its name?,qw_16582,http://www.quizwise.com/,"['bay where town was later built was discovered by portuguese on 1 january', 'The bay where the town was later built was discovered by Portuguese on 1 January.']","Answer the trivia question concisely with the best short answer.
Question: How did Rio de Janeiro get its name?
Answer:","From the Portuguese word for ""January,"" referring to the month when the city was founded.",10.90548038482666,"{""answer"": ""From the Portuguese word for 'January,' referring to the month when the city was founded."", ""uncertainty_score"": 10.90548038482666}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Who voices 'Queen Lillian' in the 'Shrek' films?,odql_462,http://www.odquiz.org.uk/,"['Dame Julie Andrews', 'Julie Elizabeth Andrews', 'julie andrews', 'Julie Elizabeth Andrews, DBE', 'julie wells', 'julie elizabeth wells', 'Julie Andrews', 'Julie Andrews Edwards', 'julie elizabeth andrews', 'Julia Elizabeth Wells', 'Julie Elizabeth Wells', 'Julie Elizabeth Andrews DBE', 'Julie andrews', 'julia elizabeth wells', 'JULIE ANDREWS', 'julie andrews edwards', 'Julie Wells', 'julie elizabeth andrews dbe', 'dame julie andrews']","Answer the trivia question concisely with the best short answer.
Question: Who voices 'Queen Lillian' in the 'Shrek' films?
Answer:",John Cleese.,2.4394636154174805,"{""answer"": ""John Cleese."", ""uncertainty_score"": 2.4394636154174805}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
How is the London statue 'The Angel of Christian Charity' more commonly known?,sfq_13277,www.sfquiz.org.uk,"['eros god', 'Greek god of love', 'eros', 'Eros', 'greek god of love', 'Eros (mythology)', 'Love (mythology)', 'love mythology', 'eros mythology', 'Eros (god)']","Answer the trivia question concisely with the best short answer.
Question: How is the London statue 'The Angel of Christian Charity' more commonly known?
Answer:","The Angel of Christian Charity is more commonly known as 'The Angel of the North'. 
This is incorrect. The Angel of Christian Charity is more commonly known as 'The Angel of the North' is incorrect. The correct answer is 'The Angel of the North' is incorrect. The correct answer is 'The Angel of the North' is incorrect. The correct answer is 'The Angel of the North' is incorrect. The correct answer is 'The Angel of the North' is incorrect. The correct",35.757877349853516,"{""answer"": ""The Angel of Christian Charity is more commonly known as 'The Angel of the North'. \nThis is incorrect. The Angel of Christian Charity is more commonly known as 'The Angel of the North' is incorrect. The correct answer is 'The Angel of the North' is incorrect. The correct answer is 'The Angel of the North' is incorrect. The correct answer is 'The Angel of the North' is incorrect. The correct answer is 'The Angel of the North' is incorrect. The correct"", ""uncertainty_score"": 35.757877349853516}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Athos, Porthos, and Aramis are collectively known as whom?",qg_3851,https://quizguy.wordpress.com/,"['The Three Muskateers', 'The three musketeer', 'Les trois mousquetaires', 'Les Trois Mousqetaires', 'The 3 Musketeers', '3 musketeers', 'trois mousquetaires', 'three muskateers', 'three musketeer', 'three musketeers', 'les trois mousqetaires', 'The Three Musketeers', 'Three musketeers', 'Trois Mousquetaires', 'les trois mousquetaires', 'Three Musketeers']","Answer the trivia question concisely with the best short answer.
Question: Athos, Porthos, and Aramis are collectively known as whom?
Answer:",The Three Musketeers.,0.5227677226066589,"{""answer"": ""The Three Musketeers."", ""uncertainty_score"": 0.5227677226066589}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
In Greek myth who is the god of darkness?,sfq_18681,www.sfquiz.org.uk,"['erebos', 'Έρεβος', 'Ἔρεβος', 'érebos', 'έρεβος', 'Érebos', 'Erebus in popular culture', 'deep darkness', 'Deep blackness', 'Erebus', 'erebus in popular culture', 'erberus', 'erebus', 'ἔρεβος', 'Erebos', 'Erberus', 'deep blackness', 'Deep darkness']","Answer the trivia question concisely with the best short answer.
Question: In Greek myth who is the god of darkness?
Answer:",Hades.,0.5772379040718079,"{""answer"": ""Hades."", ""uncertainty_score"": 0.5772379040718079}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which planet is the densest?,tc_3106,http://www.triviacountry.com/,"['Home Planet', 'EartH', 'Terra (planet)', 'Surface of the Earth', 'mean density of earth', 'Whole World', 'Earth', 'Terra (Planetry Science)', 'tierra planet', 'sol prime', 'The Earth', 'Composition of the Earth', 'Lexicography of Earth', 'Globe (Earth)', 'erde', '🌎', 'telluris', 'whole world', 'Sol 3', 'Earth’s surface', 'formation of earth', 'earth sol', 'sol3', 'composition of earth', 'green and blue planet', 'Telluris', '🌍', 'Earf', 'earth s mean density', '♁', 'World (geography)', 'Sun d', 'surface area of earth', 'terra name for earth', 'Sol Prime', 'Earth (Planet)', 'earth planet', 'Third planet from the Sun', 'tellus planet', 'The Planet Earth', 'Earth (planet)', 'Green and blue planet', 'Blue and green planet', 'Sol3', 'etymology of word 22earth 22', 'Third Planet', 'eareth', 'Formation of the Earth', ""Earth's mean density"", '🗺', 'earf', 'Terra (name for the earth)', 'local planet', 'terra planet', 'Local Planet', 'sun d', 'planet earth', 'earth s surface', ""Earth's surface"", 'globe earth', '806 4616 0110', 'Etymology of the word %22Earth%22', 'sol iii', 'third planet from sun', 'Erde', 'home planet', 'Surface area of earth', 'planet of water', 'Tellus (Planet)', 'Earth (word)', 'earth', 'Sol-3', 'world geography', 'Eareth', 'third planet', 'surface of earth', 'Mean density of the Earth', 'Sol d', 'blue and green planet', 'terra planetry science', 'lexicography of earth', '🌏', '806.4616.0110', 'Tierra (planet)', 'The planet earth', 'earth word', 'sol d', 'Planet of Water', 'sol 3', 'Sol III', 'Earth, Sol', 'EARTH']","Answer the trivia question concisely with the best short answer.
Question: Which planet is the densest?
Answer:",Jupiter.,1.6312322616577148,"{""answer"": ""Jupiter."", ""uncertainty_score"": 1.6312322616577148}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Who was P.M. when Elizabeth 11 became Queen of England,bt_980,http://billturnbull.quiz4free.com/,"['sir churchill', 'Winston Leonard Spencer', 'The Focus', 'Winston Leonard Churchill', 'Churchill', 'Churchill, Winston', 'churchillian', 'colonel warden', 'prime minister churchill', 'tango cat', 'winston leonard spencer', 'honourable sir winston spencer churchill', 'w s churchill', 'winston churchill', 'Winston Churchill', 'winston churchilll', 'Sir Winston Leonard Spencer Churchill', 'Winston Churchill MP', 'Winnie Churchill', 'marigold frances churchill', 'winston spencer', 'Churchill, W. S.', 'churchill', 'winston leonard churchill', 'winston churchhill', 'Chuurchill', 'Colonel Warden', 'Winston Spencer', 'Winston churchhill', 'Tango (cat)', 'Sir Winston', 'Winston Churchil', 'Winston churchill', 'Winston Leonard Spencer-Churchill', 'winston churchil', 'sir winston', 'W. S. Churchill', 'marigold churchill', 'Winston Leonard Spencer Churchill', 'Winston Spencer-Churchill', 'WINSTON CHURCHILL', 'winnie churchill', 'WL Spencer-Churchill', 'Sir Winston Leonard Spencer-Churchill', 'Sir Churchill', 'W. Churchill', 'chuurchill', 'winston spencer churchill', 'focus', 'Sir Winston Churchill', 'Death and state funeral of Winston Churchill', 'state funeral of winston churchill', 'Churchillian', 'winston leonard spencer churchill', 'Winston churchilll', 'death and state funeral of winston churchill', 'winston churchill mp', 'churchill winston', 'w churchill', 'Sir winston hcurchill', 'Marigold Churchill', 'The Honourable Sir Winston Spencer Churchill', 'Winston Spencer Churchill', 'Winston Churchhill', 'wl spencer churchill', 'sir winston hcurchill', 'Marigold Frances Churchill', 'State funeral of Winston Churchill', 'Prime Minister Churchill', 'sir winston leonard spencer churchill', 'churchill w s', 'sir winston churchill']","Answer the trivia question concisely with the best short answer.
Question: Who was P.M. when Elizabeth 11 became Queen of England
Answer:",Winston Churchill.,1.713979721069336,"{""answer"": ""Winston Churchill."", ""uncertainty_score"": 1.713979721069336}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What famous physicist has ALS disease?,jp_2775,www.jetpunk.com,"['Steven Hawkings', 'Isobel Hawking', 'Stephen W. Hawking', 'stephen hawking space', 'isobel hawking', 'Top-down cosmology', 'hawking stephen william', 'Steven hawkin', 'stephen hawkings', 'Steveen Hawking', 'stephen hawking', 'frank hawking', 'hawking stephen', 'Frank Hawking', 'Steven W. Hawking', 'Hawking, Stephen', 'top down cosmology', 'Stephen hawking', 'Stephen hawkings', 'stephen william hawking', 'steven hawking', 'steven hawkings', 'stephan hawking', 'steven hawkins', 'S. W. Hawking', 'Steve Hawking', 'Stephen Hawkings', 'Stephen Hawking Space', 's w hawking', 'steven w hawking', 'Stephen hawkins', 'steve hawking', 'Stephen William Hawking', 'stephen hawkins', 'Stephen hawkin', 'steveen hawking', 'Hawking, Stephen William', 'Stephan hawking', 'Steven Hawkins', 'stephen hawkin', 'Steven Hawking', 'steven hawkin', 'Steven hawking', 'stephen w hawking', 'Stephen Hawking', 'S.W. Hawking']","Answer the trivia question concisely with the best short answer.
Question: What famous physicist has ALS disease?
Answer:",Stephen Hawking.,0.4334265887737274,"{""answer"": ""Stephen Hawking."", ""uncertainty_score"": 0.4334265887737274}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Latin 'Aurum' refers to which precious commodity?,bb_5306,http://www.businessballs.com/,"['Use of gold', 'Gold jewelry', 'gold compounds', 'Gold toxicity', 'Au (element)', 'Gold making', 'Gold (metal)', 'gold jewelry', 'gold compound', 'Auric (Ion)', 'goldness', 'Gold compound', 'gold poisoning', '🜚', 'atomic number 79', 'use of gold', 'element 79', 'Auric compound', 'gold lot', 'E175 (E number)', 'Element 79', 'aurous', 'Atomic number 79', 'Gold (mineral)', 'aurate', 'Element LXXIX', 'Gold compounds', 'auric compound', 'e175 e number', 'lode gold', 'Gold consumption', 'au element', 'Goldness', 'Gold (element)', 'gold element', 'Aurric', 'Native gold', 'native gold', 'Australium', 'australium', 'Gold Lot', 'flour gold', 'Gold metal', 'gold making', 'Monatomic gold', 'gold metal', 'gold toxicity', 'gold mineral', 'Aurate', 'auric ion', 'gold', 'aurric', 'Gold poisoning', 'Flour gold', 'Lode gold', 'Aurous', 'element lxxix', 'gold consumption', 'monatomic gold', 'Gold']","Answer the trivia question concisely with the best short answer.
Question: Latin 'Aurum' refers to which precious commodity?
Answer:",Gold.,0.31830906867980957,"{""answer"": ""Gold."", ""uncertainty_score"": 0.31830906867980957}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
The Abu Simbel temples are in which African country?,qb_7143,http://www.quizballs.com/,"['A.R. Egypt', 'egipto', 'Arab Republic Of Egypt', 'kimet', 'iso 3166 1 eg', 'A .R . EGYPT', 'جمهورية مصرالعربية', 'ejipt', 'eytp', 'Arab Republic of Egypt', 'Ejipt', 'Second Egyptian Republic', 'Egipt', 'A .R . Egypt', 'egy', 'ISO 3166-1:EG', 'Miṣr', 'Égypte', 'egypte', 'égypte', 'Eypt', 'National identity of Egyptians', 'Names of Egypt', 'Eytp', 'second egyptian republic', 'Kemmet', 'Etymology of Egypt', 'Egypt info', 'Egypt (name)', 'Republic of Eygpt', 'name of egypt', 'The Arab Republic of Egypt', 'جمهوريّة مصرالعربيّة', 'kemmet', 'jumhuriyat misr al arabiyah', 'Gift of the Nile', 'Egypte', 'Egipto', ""Jumhuriyat Misr al'Arabiyah"", 'egypt', 'eypt', 'miṣr', 'EGY', 'Egypt', 'republic of eygpt', 'Name of Egypt', 'names of egypt', 'eygpt', 'egipt', 'Eygpt', 'مصر', 'Kimet', 'national identity of egyptians', 'egyptian republic', 'r egypt', 'etymology of egypt', 'egypt info', 'arab republic of egypt', 'Egyptian Republic', 'gift of nile', 'egypt name']","Answer the trivia question concisely with the best short answer.
Question: The Abu Simbel temples are in which African country?
Answer:",Egypt.,0.12488018721342087,"{""answer"": ""Egypt."", ""uncertainty_score"": 0.12488018721342087}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What is the term used in wine making for the catalyst function that turns grape juice into an alcoholic beverage when yeast interacts with sugars in the juice to create ethanol and carbon dioxide?,qw_10110,http://www.quizwise.com/,"['Fermentation (biology)', 'heterofermentative', 'Anaerobic metabolism', 'Zymogenous', 'fermenting', 'unfermented', 'Fermentor', 'fermentors', 'Ferment', 'Fermentation (biochemistry)', 'Homofermentative metabolism', 'anerobic glycolysis', 'fermentation biochemistry', 'Fermenting', 'Heterofermentative', 'zymogenous', 'anaerobic fermentation', 'Anaerobic fermentation', 'fermentation process', 'Homolactic fermentation', 'fermentation biology', 'fermented', 'Ferments', 'Cellular fermentation', 'bacterial fermentation', 'homolactic fermentation', 'Fermentative', 'Fermented', 'Fermentation Process', 'Heterolactic fermentation', 'fermentation', 'homofermentative metabolism', 'Fermentation', 'Zymosis', 'cellular fermentation', 'Fermentors', 'Bacterial fermentation', 'fermentor', 'Anerobic glycolysis', 'ferments', 'Homofermentative', 'ferment', 'microbial fermentation', 'fermentative', 'heterolactic fermentation', 'homofermentative', 'Unfermented', 'anaerobic metabolism', 'Microbial fermentation', 'zymosis']","Answer the trivia question concisely with the best short answer.
Question: What is the term used in wine making for the catalyst function that turns grape juice into an alcoholic beverage when yeast interacts with sugars in the juice to create ethanol and carbon dioxide?
Answer:",Fermentation.,1.4807604551315308,"{""answer"": ""Fermentation."", ""uncertainty_score"": 1.4807604551315308}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"""Which fashion designer born in New York introduced the """"Polo"""" label in 1967?""",sfq_12291,www.sfquiz.org.uk,"['Ralph Loren', 'ralph lipschitz', 'Ricky lauren', 'RALPH LAUREN', 'Ralph Lauren', 'Ralph Lauren Rugby', 'ralph lifschitz', 'Ricky Lauren', 'ralf lauren', 'Ricky Anne Low-Beer', 'Ralf Lauren', 'ricky lauren', 'ralph lauren polo', 'ralph loren', 'ralph lauren', 'Ralph Lauren Polo', 'Ralph Lifschitz', 'ricky anne low beer', 'ralph lauren rugby', 'Ralph Lipschitz']","Answer the trivia question concisely with the best short answer.
Question: ""Which fashion designer born in New York introduced the """"Polo"""" label in 1967?""
Answer:",Ralph Lauren.,0.4488409161567688,"{""answer"": ""Ralph Lauren."", ""uncertainty_score"": 0.4488409161567688}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
