question,title,answer,passage,context,question_id,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
was the film tea with mussolini based on a true story,Tea with Mussolini,true,"Tea with Mussolini is a 1999 Anglo-Italian semi-autobiographical film directed by Franco Zeffirelli, scripted by John Mortimer, telling the story of a young Italian boy's upbringing by a circle of British and American women before and during the Second World War.","Tea with Mussolini is a 1999 Anglo-Italian semi-autobiographical film directed by Franco Zeffirelli, scripted by John Mortimer, telling the story of a young Italian boy's upbringing by a circle of British and American women before and during the Second World War.",4325,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: Tea with Mussolini is a 1999 Anglo-Italian semi-autobiographical film directed by Franco Zeffirelli, scripted by John Mortimer, telling the story of a young Italian boy's upbringing by a circle of British and American women before and during the Second World War.
Question: was the film tea with mussolini based on a true story
Answer:",no.,0.49107906222343445,"{""answer"": ""no."", ""uncertainty_score"": 0.49107906222343445}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
was there a civil war battle in arizona,Battle of Picacho Pass,true,"The Battle of Picacho Pass or the Battle of Picacho Peak was an engagement of the American Civil War on April 15, 1862. The action occurred around Picacho Peak, 50 miles (80 km) northwest of Tucson, Arizona. It was fought between a Union cavalry patrol from California and a party of Confederate pickets from Tucson, and marks the westernmost battle of the American Civil War.","The Battle of Picacho Pass or the Battle of Picacho Peak was an engagement of the American Civil War on April 15, 1862. The action occurred around Picacho Peak, 50 miles (80 km) northwest of Tucson, Arizona. It was fought between a Union cavalry patrol from California and a party of Confederate pickets from Tucson, and marks the westernmost battle of the American Civil War.",9394,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The Battle of Picacho Pass or the Battle of Picacho Peak was an engagement of the American Civil War on April 15, 1862. The action occurred around Picacho Peak, 50 miles (80 km) northwest of Tucson, Arizona. It was fought between a Union cavalry patrol from California and a party of Confederate pickets from Tucson, and marks the westernmost battle of the American Civil War.
Question: was there a civil war battle in arizona
Answer:",yes.,0.9219658374786377,"{""answer"": ""yes."", ""uncertainty_score"": 0.9219658374786377}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
did italy qualify for the 2018 fifa world cup,2018 FIFA World Cup qualification – UEFA Group G,false,"The group winners, Spain, qualified directly for the 2018 FIFA World Cup. The group runners-up, Italy, advanced to the play-offs as one of the best 8 runners-up, where they lost to Sweden and thus failed to qualify for the first time since 1958.","The group winners, Spain, qualified directly for the 2018 FIFA World Cup. The group runners-up, Italy, advanced to the play-offs as one of the best 8 runners-up, where they lost to Sweden and thus failed to qualify for the first time since 1958.",385,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The group winners, Spain, qualified directly for the 2018 FIFA World Cup. The group runners-up, Italy, advanced to the play-offs as one of the best 8 runners-up, where they lost to Sweden and thus failed to qualify for the first time since 1958.
Question: did italy qualify for the 2018 fifa world cup
Answer:",no.,0.7245433926582336,"{""answer"": ""no."", ""uncertainty_score"": 0.7245433926582336}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is there a statute of limitations in the uk,Limitation periods in the United Kingdom,true,"The general time limit for injury litigation is three years, with multiple exceptions and special cases. The statute of limitations for injuries to children only starts at the eighteenth birthday. The statute of limitations for brain damage begins only when the victim has been medically acknowledged as regaining cognitive ability. The Montreal Convention (1999) and the Athens Convention (1974) govern the statute of limitations for compensation for injuries on an airplane or while at sea, respectively.","The general time limit for injury litigation is three years, with multiple exceptions and special cases. The statute of limitations for injuries to children only starts at the eighteenth birthday. The statute of limitations for brain damage begins only when the victim has been medically acknowledged as regaining cognitive ability. The Montreal Convention (1999) and the Athens Convention (1974) govern the statute of limitations for compensation for injuries on an airplane or while at sea, respectively.",993,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The general time limit for injury litigation is three years, with multiple exceptions and special cases. The statute of limitations for injuries to children only starts at the eighteenth birthday. The statute of limitations for brain damage begins only when the victim has been medically acknowledged as regaining cognitive ability. The Montreal Convention (1999) and the Athens Convention (1974) govern the statute of limitations for compensation for injuries on an airplane or while at sea, respectively.
Question: is there a statute of limitations in the uk
Answer:",no.,0.5930458307266235,"{""answer"": ""no."", ""uncertainty_score"": 0.5930458307266235}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is air china and china southern airlines the same,China Southern Airlines,false,"China Southern Airlines Company Limited is an airline headquartered in Baiyun District, Guangzhou, Guangdong Province, China. Established on 1 July 1988 following the restructuring of the Civil Aviation Administration of China that acquired and merged a number of domestic airlines, the airline became one of China's ``Big Three'' airlines (alongside Air China and China Eastern Airlines), the world's sixth-largest airline measured by passengers carried and Asia's largest airline in fleet size, revenue and passengers carried. With its main hubs at Guangzhou Baiyun International Airport and Beijing Capital International Airport, the airline operates more than 2,000 flights to 208 destinations daily as a member of SkyTeam. The logo of the airline consists of a kapok flower (which is also the city flower of Guangzhou) on a blue tail fin.","China Southern Airlines Company Limited is an airline headquartered in Baiyun District, Guangzhou, Guangdong Province, China. Established on 1 July 1988 following the restructuring of the Civil Aviation Administration of China that acquired and merged a number of domestic airlines, the airline became one of China's ``Big Three'' airlines (alongside Air China and China Eastern Airlines), the world's sixth-largest airline measured by passengers carried and Asia's largest airline in fleet size, revenue and passengers carried. With its main hubs at Guangzhou Baiyun International Airport and Beijing Capital International Airport, the airline operates more than 2,000 flights to 208 destinations daily as a member of SkyTeam. The logo of the airline consists of a kapok flower (which is also the city flower of Guangzhou) on a blue tail fin.",5357,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: China Southern Airlines Company Limited is an airline headquartered in Baiyun District, Guangzhou, Guangdong Province, China. Established on 1 July 1988 following the restructuring of the Civil Aviation Administration of China that acquired and merged a number of domestic airlines, the airline became one of China's ``Big Three'' airlines (alongside Air China and China Eastern Airlines), the world's sixth-largest airline measured by passengers carried and Asia's largest airline in fleet size, revenue and passengers carried. With its main hubs at Guangzhou Baiyun International Airport and Beijing Capital International Airport, the airline operates more than 2,000 flights to 208 destinations daily as a member of SkyTeam. The logo of the airline consists of a kapok flower (which is also the city flower of Guangzhou) on a blue tail fin.
Question: is air china and china southern airlines the same
Answer:",no.,0.700878381729126,"{""answer"": ""no."", ""uncertainty_score"": 0.700878381729126}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
has the us ever been in the world cup final,United States at the FIFA World Cup,false,"The United States men's national soccer team has played in several World Cup finals, with their best result occurring during their first appearance at the 1930 World Cup, when the United States finished in third place. After the 1950 World Cup, in which the United States upset England in group play 1--0, the U.S. was absent from the finals until 1990. The United States has participated in every World Cup since 1990 until they failed to qualify for the 2018 competition after a loss to Trinidad and Tobago in 2017.","The United States men's national soccer team has played in several World Cup finals, with their best result occurring during their first appearance at the 1930 World Cup, when the United States finished in third place. After the 1950 World Cup, in which the United States upset England in group play 1--0, the U.S. was absent from the finals until 1990. The United States has participated in every World Cup since 1990 until they failed to qualify for the 2018 competition after a loss to Trinidad and Tobago in 2017.",4339,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The United States men's national soccer team has played in several World Cup finals, with their best result occurring during their first appearance at the 1930 World Cup, when the United States finished in third place. After the 1950 World Cup, in which the United States upset England in group play 1--0, the U.S. was absent from the finals until 1990. The United States has participated in every World Cup since 1990 until they failed to qualify for the 2018 competition after a loss to Trinidad and Tobago in 2017.
Question: has the us ever been in the world cup final
Answer:",no.,0.8434101939201355,"{""answer"": ""no."", ""uncertainty_score"": 0.8434101939201355}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is navy blue and midnight blue the same,Midnight blue,false,"Midnight blue is a dark shade of blue named for its resemblance to the apparently blue color of a moonlit night sky around full moon. Midnight blue is the color of a vat full of indigo dye; therefore, midnight blue may also be considered a dark shade of indigo. Midnight blue is identifiably blue to the eye in sunlight or full-spectrum light, but can appear black under certain more limited spectra sometimes found in artificial lighting (especially early 20th-century incandescent). It is similar to navy, which is also a dark blue.","Midnight blue is a dark shade of blue named for its resemblance to the apparently blue color of a moonlit night sky around full moon. Midnight blue is the color of a vat full of indigo dye; therefore, midnight blue may also be considered a dark shade of indigo. Midnight blue is identifiably blue to the eye in sunlight or full-spectrum light, but can appear black under certain more limited spectra sometimes found in artificial lighting (especially early 20th-century incandescent). It is similar to navy, which is also a dark blue.",7362,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: Midnight blue is a dark shade of blue named for its resemblance to the apparently blue color of a moonlit night sky around full moon. Midnight blue is the color of a vat full of indigo dye; therefore, midnight blue may also be considered a dark shade of indigo. Midnight blue is identifiably blue to the eye in sunlight or full-spectrum light, but can appear black under certain more limited spectra sometimes found in artificial lighting (especially early 20th-century incandescent). It is similar to navy, which is also a dark blue.
Question: is navy blue and midnight blue the same
Answer:",no.,0.6462824940681458,"{""answer"": ""no."", ""uncertainty_score"": 0.6462824940681458}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
are any of the hogan's heroes still alive,Robert Clary,true,"Robert Clary (born Robert Max Widerman; March 1, 1926) is a French-American actor, published author, artist and lecturer. He is known for his role in the television sitcom Hogan's Heroes as Corporal Louis LeBeau.","Robert Clary (born Robert Max Widerman; March 1, 1926) is a French-American actor, published author, artist and lecturer. He is known for his role in the television sitcom Hogan's Heroes as Corporal Louis LeBeau.",8394,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: Robert Clary (born Robert Max Widerman; March 1, 1926) is a French-American actor, published author, artist and lecturer. He is known for his role in the television sitcom Hogan's Heroes as Corporal Louis LeBeau.
Question: are any of the hogan's heroes still alive
Answer:",no.,0.5202762484550476,"{""answer"": ""no."", ""uncertainty_score"": 0.5202762484550476}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is coast guard part of the armed forces,United States Coast Guard,true,"The United States Coast Guard (USCG) is a branch of the United States Armed Forces and one of the country's seven uniformed services. The Coast Guard is a maritime, military, multi-mission service unique among the U.S. military branches for having a maritime law enforcement mission (with jurisdiction in both domestic and international waters) and a federal regulatory agency mission as part of its mission set. It operates under the U.S. Department of Homeland Security during peacetime, and can be transferred to the U.S. Department of the Navy by the U.S. President at any time, or by the U.S. Congress during times of war. This has happened twice, in 1917, during World War I, and in 1941, during World War II.","The United States Coast Guard (USCG) is a branch of the United States Armed Forces and one of the country's seven uniformed services. The Coast Guard is a maritime, military, multi-mission service unique among the U.S. military branches for having a maritime law enforcement mission (with jurisdiction in both domestic and international waters) and a federal regulatory agency mission as part of its mission set. It operates under the U.S. Department of Homeland Security during peacetime, and can be transferred to the U.S. Department of the Navy by the U.S. President at any time, or by the U.S. Congress during times of war. This has happened twice, in 1917, during World War I, and in 1941, during World War II.",11719,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The United States Coast Guard (USCG) is a branch of the United States Armed Forces and one of the country's seven uniformed services. The Coast Guard is a maritime, military, multi-mission service unique among the U.S. military branches for having a maritime law enforcement mission (with jurisdiction in both domestic and international waters) and a federal regulatory agency mission as part of its mission set. It operates under the U.S. Department of Homeland Security during peacetime, and can be transferred to the U.S. Department of the Navy by the U.S. President at any time, or by the U.S. Congress during times of war. This has happened twice, in 1917, during World War I, and in 1941, during World War II.
Question: is coast guard part of the armed forces
Answer:",yes.,0.5841611623764038,"{""answer"": ""yes."", ""uncertainty_score"": 0.5841611623764038}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is it illegal to seek asylum in the us,Asylum in the United States,false,"The United States recognizes the right of asylum for individuals as specified by international and federal law. A specified number of legally defined refugees who either apply for asylum from inside the U.S. or apply for refugee status from outside the U.S., are admitted annually. Refugees compose about one-tenth of the total annual immigration to the United States, though some large refugee populations are very prominent. Since World War II, more refugees have found homes in the U.S. than any other nation and more than two million refugees have arrived in the U.S. since 1980. In the years 2005 through 2007, the number of asylum seekers accepted into the U.S. was about 40,000 per year. This compared with about 30,000 per year in the UK and 25,000 in Canada. The U.S. accounted for about 10% of all asylum-seeker acceptances in the OECD countries in 1998-2007. The United States is by far the most populous OECD country and receives fewer than the average number of refugees per capita: In 2010-14 (before the massive migrant surge in Europe in 2015) it ranked 28 of 43 industrialized countries reviewed by UNHCR.","The United States recognizes the right of asylum for individuals as specified by international and federal law. A specified number of legally defined refugees who either apply for asylum from inside the U.S. or apply for refugee status from outside the U.S., are admitted annually. Refugees compose about one-tenth of the total annual immigration to the United States, though some large refugee populations are very prominent. Since World War II, more refugees have found homes in the U.S. than any other nation and more than two million refugees have arrived in the U.S. since 1980. In the years 2005 through 2007, the number of asylum seekers accepted into the U.S. was about 40,000 per year. This compared with about 30,000 per year in the UK and 25,000 in Canada. The U.S. accounted for about 10% of all asylum-seeker acceptances in the OECD countries in 1998-2007. The United States is by far the most populous OECD country and receives fewer than the average number of refugees per capita: In 2010-14 (before the massive migrant surge in Europe in 2015) it ranked 28 of 43 industrialized countries reviewed by UNHCR.",5813,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The United States recognizes the right of asylum for individuals as specified by international and federal law. A specified number of legally defined refugees who either apply for asylum from inside the U.S. or apply for refugee status from outside the U.S., are admitted annually. Refugees compose about one-tenth of the total annual immigration to the United States, though some large refugee populations are very prominent. Since World War II, more refugees have found homes in the U.S. than any other nation and more than two million refugees have arrived in the U.S. since 1980. In the years 2005 through 2007, the number of asylum seekers accepted into the U.S. was about 40,000 per year. This compared with about 30,000 per year in the UK and 25,000 in Canada. The U.S. accounted for about 10% of all asylum-seeker acceptances in the OECD countries in 1998-2007. The United States is by far the most populous OECD country and receives fewer than the average number of refugees per capita: In 2010-14 (before the massive migrant surge in Europe in 2015) it ranked 28 of 43 industrialized countries reviewed by UNHCR.
Question: is it illegal to seek asylum in the us
Answer:",no.,0.48323243856430054,"{""answer"": ""no."", ""uncertainty_score"": 0.48323243856430054}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is the uk part of the schengen zone,Schengen Area,false,"Twenty-two of the twenty-eight European Union (EU) member states participate in the Schengen Area. Of the six EU members that are not part of the Schengen Area, four -- Bulgaria, Croatia, Cyprus, and Romania -- are legally obliged to join the area, while the other two -- the Republic of Ireland and the United Kingdom -- maintain opt-outs. The four European Free Trade Association (EFTA) member states, Iceland, Liechtenstein, Norway, and Switzerland, are not members of the EU, but have signed agreements in association with the Schengen Agreement. Three European microstates -- Monaco, San Marino, and the Vatican City -- are de facto part of the Schengen Area.","Twenty-two of the twenty-eight European Union (EU) member states participate in the Schengen Area. Of the six EU members that are not part of the Schengen Area, four -- Bulgaria, Croatia, Cyprus, and Romania -- are legally obliged to join the area, while the other two -- the Republic of Ireland and the United Kingdom -- maintain opt-outs. The four European Free Trade Association (EFTA) member states, Iceland, Liechtenstein, Norway, and Switzerland, are not members of the EU, but have signed agreements in association with the Schengen Agreement. Three European microstates -- Monaco, San Marino, and the Vatican City -- are de facto part of the Schengen Area.",360,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: Twenty-two of the twenty-eight European Union (EU) member states participate in the Schengen Area. Of the six EU members that are not part of the Schengen Area, four -- Bulgaria, Croatia, Cyprus, and Romania -- are legally obliged to join the area, while the other two -- the Republic of Ireland and the United Kingdom -- maintain opt-outs. The four European Free Trade Association (EFTA) member states, Iceland, Liechtenstein, Norway, and Switzerland, are not members of the EU, but have signed agreements in association with the Schengen Agreement. Three European microstates -- Monaco, San Marino, and the Vatican City -- are de facto part of the Schengen Area.
Question: is the uk part of the schengen zone
Answer:",no.,0.41281062364578247,"{""answer"": ""no."", ""uncertainty_score"": 0.41281062364578247}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is it legal to record personal phone calls uk,Telephone recording laws,true,"The Regulation of Investigatory Powers Act 2000 in general prohibits interception of communications by a third party, with exceptions related to government agencies. A recording made by one party to a phone call or e-mail without notifying the other is not prohibited provided that the recording is for their own use; recording without notification is prohibited where some of the contents of the communication--a phone conversation or an e-mail--are made available to a third party. Businesses may record with the knowledge of their employees, but without notifying the other party, to","The Regulation of Investigatory Powers Act 2000 in general prohibits interception of communications by a third party, with exceptions related to government agencies. A recording made by one party to a phone call or e-mail without notifying the other is not prohibited provided that the recording is for their own use; recording without notification is prohibited where some of the contents of the communication--a phone conversation or an e-mail--are made available to a third party. Businesses may record with the knowledge of their employees, but without notifying the other party, to",2582,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The Regulation of Investigatory Powers Act 2000 in general prohibits interception of communications by a third party, with exceptions related to government agencies. A recording made by one party to a phone call or e-mail without notifying the other is not prohibited provided that the recording is for their own use; recording without notification is prohibited where some of the contents of the communication--a phone conversation or an e-mail--are made available to a third party. Businesses may record with the knowledge of their employees, but without notifying the other party, to
Question: is it legal to record personal phone calls uk
Answer:",yes.,1.4710838794708252,"{""answer"": ""yes."", ""uncertainty_score"": 1.4710838794708252}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
did abraham lincoln write the letter in saving private ryan,Bixby letter,true,"In the 1998 war film Saving Private Ryan, General George Marshall (played by Harve Presnell) reads the Bixby letter to his officers before giving the order to find and send home Private James Francis Ryan after Ryan's three brothers died in battle.","In the 1998 war film Saving Private Ryan, General George Marshall (played by Harve Presnell) reads the Bixby letter to his officers before giving the order to find and send home Private James Francis Ryan after Ryan's three brothers died in battle.",8,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: In the 1998 war film Saving Private Ryan, General George Marshall (played by Harve Presnell) reads the Bixby letter to his officers before giving the order to find and send home Private James Francis Ryan after Ryan's three brothers died in battle.
Question: did abraham lincoln write the letter in saving private ryan
Answer:",no.,0.573737621307373,"{""answer"": ""no."", ""uncertainty_score"": 0.573737621307373}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
are the four tops in the rock and roll hall of fame,Four Tops,true,"The group was inducted into the Rock and Roll Hall of Fame in 1990, and into the Vocal Group Hall of Fame in 1999. In 2004, Rolling Stone ranked them #79 on their list of the 100 Greatest Artists of All Time. The Four Tops were inducted into the Michigan Rock and Roll Legends Hall of Fame in 2005.","The group was inducted into the Rock and Roll Hall of Fame in 1990, and into the Vocal Group Hall of Fame in 1999. In 2004, Rolling Stone ranked them #79 on their list of the 100 Greatest Artists of All Time. The Four Tops were inducted into the Michigan Rock and Roll Legends Hall of Fame in 2005.",4960,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The group was inducted into the Rock and Roll Hall of Fame in 1990, and into the Vocal Group Hall of Fame in 1999. In 2004, Rolling Stone ranked them #79 on their list of the 100 Greatest Artists of All Time. The Four Tops were inducted into the Michigan Rock and Roll Legends Hall of Fame in 2005.
Question: are the four tops in the rock and roll hall of fame
Answer:",yes.,0.9581996202468872,"{""answer"": ""yes."", ""uncertainty_score"": 0.9581996202468872}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is bradley cooper a star is born a remake,A Star Is Born (2018 film),true,"A Star Is Born is an upcoming American musical romantic drama film produced and directed by Bradley Cooper, in his directorial debut. Cooper also wrote the screenplay with Will Fetters and Eric Roth. A remake of the 1937 film of the same name, it stars Cooper, Lady Gaga, Andrew Dice Clay, Dave Chappelle, and Sam Elliott, and follows a hard-drinking country musician (Cooper) who discovers and falls in love with a young singer (Gaga). It marks the third remake of the original 1937 film (which featured Janet Gaynor and Fredric March), which was adapted into a 1954 musical (starring Judy Garland and James Mason) and then remade as a 1976 rock musical with Barbra Streisand and Kris Kristofferson.","A Star Is Born is an upcoming American musical romantic drama film produced and directed by Bradley Cooper, in his directorial debut. Cooper also wrote the screenplay with Will Fetters and Eric Roth. A remake of the 1937 film of the same name, it stars Cooper, Lady Gaga, Andrew Dice Clay, Dave Chappelle, and Sam Elliott, and follows a hard-drinking country musician (Cooper) who discovers and falls in love with a young singer (Gaga). It marks the third remake of the original 1937 film (which featured Janet Gaynor and Fredric March), which was adapted into a 1954 musical (starring Judy Garland and James Mason) and then remade as a 1976 rock musical with Barbra Streisand and Kris Kristofferson.",11773,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: A Star Is Born is an upcoming American musical romantic drama film produced and directed by Bradley Cooper, in his directorial debut. Cooper also wrote the screenplay with Will Fetters and Eric Roth. A remake of the 1937 film of the same name, it stars Cooper, Lady Gaga, Andrew Dice Clay, Dave Chappelle, and Sam Elliott, and follows a hard-drinking country musician (Cooper) who discovers and falls in love with a young singer (Gaga). It marks the third remake of the original 1937 film (which featured Janet Gaynor and Fredric March), which was adapted into a 1954 musical (starring Judy Garland and James Mason) and then remade as a 1976 rock musical with Barbra Streisand and Kris Kristofferson.
Question: is bradley cooper a star is born a remake
Answer:",yes.,0.6637668609619141,"{""answer"": ""yes."", ""uncertainty_score"": 0.6637668609619141}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
do you have to be born with perfect pitch,Absolute pitch,false,"Physically and functionally, the auditory system of an absolute listener does not appear to be different from that of a non-absolute listener. Rather, ``it reflects a particular ability to analyze frequency information, presumably involving high-level cortical processing.'' Absolute pitch is an act of cognition, needing memory of the frequency, a label for the frequency (such as ``B-flat''), and exposure to the range of sound encompassed by that categorical label. Absolute pitch may be directly analogous to recognizing colors, phonemes (speech sounds), or other categorical perception of sensory stimuli. Just as most people have learned to recognize and name the color blue by the range of frequencies of the electromagnetic radiation that are perceived as light, it is possible that those who have been exposed to musical notes together with their names early in life will be more likely to identify, for example, the note C. Absolute pitch may also be related to certain genes, possibly an autosomal dominant genetic trait, though it ``might be nothing more than a general human capacity whose expression is strongly biased by the level and type of exposure to music that people experience in a given culture.''","Physically and functionally, the auditory system of an absolute listener does not appear to be different from that of a non-absolute listener. Rather, ``it reflects a particular ability to analyze frequency information, presumably involving high-level cortical processing.'' Absolute pitch is an act of cognition, needing memory of the frequency, a label for the frequency (such as ``B-flat''), and exposure to the range of sound encompassed by that categorical label. Absolute pitch may be directly analogous to recognizing colors, phonemes (speech sounds), or other categorical perception of sensory stimuli. Just as most people have learned to recognize and name the color blue by the range of frequencies of the electromagnetic radiation that are perceived as light, it is possible that those who have been exposed to musical notes together with their names early in life will be more likely to identify, for example, the note C. Absolute pitch may also be related to certain genes, possibly an autosomal dominant genetic trait, though it ``might be nothing more than a general human capacity whose expression is strongly biased by the level and type of exposure to music that people experience in a given culture.''",9743,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: Physically and functionally, the auditory system of an absolute listener does not appear to be different from that of a non-absolute listener. Rather, ``it reflects a particular ability to analyze frequency information, presumably involving high-level cortical processing.'' Absolute pitch is an act of cognition, needing memory of the frequency, a label for the frequency (such as ``B-flat''), and exposure to the range of sound encompassed by that categorical label. Absolute pitch may be directly analogous to recognizing colors, phonemes (speech sounds), or other categorical perception of sensory stimuli. Just as most people have learned to recognize and name the color blue by the range of frequencies of the electromagnetic radiation that are perceived as light, it is possible that those who have been exposed to musical notes together with their names early in life will be more likely to identify, for example, the note C. Absolute pitch may also be related to certain genes, possibly an autosomal dominant genetic trait, though it ``might be nothing more than a general human capacity whose expression is strongly biased by the level and type of exposure to music that people experience in a given culture.''
Question: do you have to be born with perfect pitch
Answer:",no.,0.2874169647693634,"{""answer"": ""no."", ""uncertainty_score"": 0.2874169647693634}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is new super mario bros wii the same as ds,New Super Mario Bros.,false,"New Super Mario Bros was commercially successful and received positive reviews; praise went towards the game's improvements made to the Mario franchise, while criticism was targeted the game's simplicity and its similarity to previous games. The game has sold nearly 31 million copies worldwide, and is the best-selling game for the DS and one of the best-selling games of all time. The game's success led to a line of sequels that released for the Wii, Nintendo 3DS, and Wii U.","New Super Mario Bros was commercially successful and received positive reviews; praise went towards the game's improvements made to the Mario franchise, while criticism was targeted the game's simplicity and its similarity to previous games. The game has sold nearly 31 million copies worldwide, and is the best-selling game for the DS and one of the best-selling games of all time. The game's success led to a line of sequels that released for the Wii, Nintendo 3DS, and Wii U.",6201,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: New Super Mario Bros was commercially successful and received positive reviews; praise went towards the game's improvements made to the Mario franchise, while criticism was targeted the game's simplicity and its similarity to previous games. The game has sold nearly 31 million copies worldwide, and is the best-selling game for the DS and one of the best-selling games of all time. The game's success led to a line of sequels that released for the Wii, Nintendo 3DS, and Wii U.
Question: is new super mario bros wii the same as ds
Answer:",no.,0.5278935432434082,"{""answer"": ""no."", ""uncertainty_score"": 0.5278935432434082}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
