question,question_id,question_source,answers,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
What product do the company Farrow and Ball make?,odql_9647,http://www.odquiz.org.uk/,"['Paints and coatings', 'paintworks', 'PAINT', 'paint chip', 'Paint chips', 'Open time prolonger', 'self leveling paint', 'Paint', 'paint chips', 'paint', 'emulsion paint', 'Self-leveling paint', 'Self-levelling paint', 'paintwork', 'Paints', 'paints and coatings', 'self levelling paint', 'Chrome paint', 'painted', 'Paintwork', 'Emulsion paint', 'paints', 'Paintworks', 'Paint film', 'Paint chip', 'open time prolonger', 'Painted', 'paint film', 'chrome paint']","Answer the trivia question concisely with the best short answer.
Question: What product do the company Farrow and Ball make?
Answer:",Paint.,0.5636286735534668,"{""answer"": ""Paint."", ""uncertainty_score"": 0.5636286735534668}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which geological perioed falls between the Triassic and the Cretaceous periods?,wh_756,http://www.wrexhamquizleague.co.uk/,"['dinosaur types of jurassic', 'Jurassic System', 'Jurassic Era', 'jurassic period', 'jurrasic', 'Jurasic', 'Jurassic', 'jurassic', 'jurasic', 'jurassic system', 'Jurrasic', 'JURASSIC', 'Jurassic period', 'Dinosaur types of the jurassic', 'Jurassic Period', 'jurassic geology', 'jurassic era', 'Jurassic ( geology)', 'Jurassic era']","Answer the trivia question concisely with the best short answer.
Question: Which geological perioed falls between the Triassic and the Cretaceous periods?
Answer:",Jurassic.,0.8093215823173523,"{""answer"": ""Jurassic."", ""uncertainty_score"": 0.8093215823173523}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Artists Chuck Close, Henri-Edmond Cross, John Roy, Georges-Pierre Seurat, Paul Signac, Maximilien Luce and Vincent van Gogh painted in what style?",qw_9585,http://www.quizwise.com/,"['Pontillism', 'pointilist', 'poinctillism', 'Pointillist', 'pointillism', 'Pointalisim', 'pointism', 'pointilism', 'Pointillism', 'pointalisim', 'pointalism', 'Pointilism', 'pointillistic', 'pointillist', 'pontillism', 'Pointalism', 'Pointism', 'Poinctillism', 'Pointillistic', 'Pointilist']","Answer the trivia question concisely with the best short answer.
Question: Artists Chuck Close, Henri-Edmond Cross, John Roy, Georges-Pierre Seurat, Paul Signac, Maximilien Luce and Vincent van Gogh painted in what style?
Answer:",Pointillism.,0.1475626826286316,"{""answer"": ""Pointillism."", ""uncertainty_score"": 0.1475626826286316}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
In what year did the United States celebrate its bicentennial?,jp_1954,www.jetpunk.com,"['one thousand, nine hundred and seventy-six', '1976', 'one thousand nine hundred and seventy six']","Answer the trivia question concisely with the best short answer.
Question: In what year did the United States celebrate its bicentennial?
Answer:",1976.,0.20000408589839935,"{""answer"": ""1976."", ""uncertainty_score"": 0.20000408589839935}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Sheikh Mohammed bin Rashid Al Maktoum is the ruler of which of the United Arab Emirates,odql_13928,http://www.odquiz.org.uk/,"['dubai emirate of dubai', 'Al memzar, dubai', 'Dubaiy', 'dubayy', 'Family tree of the Al Maktoum rulers', 'city of dubai', 'dubai city', 'UN/LOCODE:AEDXB', 'Dubayy', 'dubai emirates', 'City of Dubai', 'Dubaīy', 'dubaian', 'Dubai, U.A.E', 'dubaiy', 'Dubai (city)', 'un locode aedxb', 'dubai dubai', 'dubai uae', 'Dubai', 'Emirate Of Dubai', 'al dubayy', 'Dubai, Dubai, United Arab Emirates', 'dubayy emirate', 'dubai united arab emirates', 'doubai', 'dubaīy', 'Dubayy (emirate)', 'dubai u e', 'dubai', 'Al-Dubayy', 'Dubai, United Arab Emirates', 'dubaii', 'Dubai, Emirate of Dubai', 'Doubai', 'Dubai, Emirates', 'Dubai, Dubai', 'al memzar dubai', 'دبيّ', 'emirate of dubai', 'family tree of al maktoum rulers', 'Dubai, UAE', 'Dubaian', 'Dubai City', 'Dubai, U.A.E.', 'Dubaii', 'dubai dubai united arab emirates']","Answer the trivia question concisely with the best short answer.
Question: Sheikh Mohammed bin Rashid Al Maktoum is the ruler of which of the United Arab Emirates
Answer:",Dubai.,0.03242402896285057,"{""answer"": ""Dubai."", ""uncertainty_score"": 0.03242402896285057}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Give any year in the life of poet William Blake.,wh_2874,http://www.wrexhamquizleague.co.uk/,"['1757 1827', '1757 - 1827']","Answer the trivia question concisely with the best short answer.
Question: Give any year in the life of poet William Blake.
Answer:","1794. (The year he published his book of poems, Songs of Innocence.)",10.396003723144531,"{""answer"": ""1794. (The year he published his book of poems, Songs of Innocence.)"", ""uncertainty_score"": 10.396003723144531}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Who wrote the songs Keep The Home Fires Burning and We’ll Gather Lilacs?,dpql_1239,https://derbyshirepubquizleague.wordpress.com/,"['david ivor davies', 'Novello, Ivor', 'ivor novello', 'David Ivor Davies', 'novello ivor', 'Ivor Novello']","Answer the trivia question concisely with the best short answer.
Question: Who wrote the songs Keep The Home Fires Burning and We’ll Gather Lilacs?
Answer:",George Formby.,2.028862237930298,"{""answer"": ""George Formby."", ""uncertainty_score"": 2.028862237930298}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Winnipeg is the capital of which Canadian province?,qb_10162,http://www.quizballs.com/,"['Manitoba', ""Manitoba's"", 'manitoba s', 'manitoba towns and cities', 'Manitoba Education, Research and Learning Information Networks', 'CA-MB', 'manitoban', 'Province of Manitoba', 'Manitoba Education Research & Learning Information Networks', 'manitoba education research and learning information networks', 'manitoba education research learning information networks', 'manitoba', 'Manitoban', 'Manitoba, Canada', 'Manitoba, towns and cities', 'manitoba canada', 'ca mb', 'province of manitoba']","Answer the trivia question concisely with the best short answer.
Question: Winnipeg is the capital of which Canadian province?
Answer:",Manitoba.,0.018334345892071724,"{""answer"": ""Manitoba."", ""uncertainty_score"": 0.018334345892071724}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
In which English county are the towns of Kidderminster and Evesham?,wh_1662,http://www.wrexhamquizleague.co.uk/,"['worcester united kingdom', 'worcester worcestershire', 'worcester uk', 'Manufacturing in Worcester', 'The weather in Worcester', 'city of worcester', 'Worcester, England', 'Worcester/Archive', 'worcester archive', 'Worcester, Worcestershire', 'Worcester, UK', 'mayor of worcester', 'worcester', 'WORCESTER', 'Mayor of Worcester', 'Worcester City Council', 'county borough of worcester', 'Worcester, Great Britain', 'weather in worcester', 'worcester england', 'Worchester', 'worcester great britain', 'City of Worcester', 'Worcester', 'County Borough of Worcester', 'worchester', 'worcester city council', 'Weorgoranceastre', 'manufacturing in worcester', 'Worcester, United Kingdom', 'weorgoranceastre']","Answer the trivia question concisely with the best short answer.
Question: In which English county are the towns of Kidderminster and Evesham?
Answer:",Worcestershire.,0.17511488497257233,"{""answer"": ""Worcestershire."", ""uncertainty_score"": 0.17511488497257233}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What was first published in Edinburgh between 1768 and 1771 thanks to the efforts of the 'Society of Gentlemen in Scotland'?,odql_7718,http://www.odquiz.org.uk/,"['staff of encyclopedia britannica', 'Encyclopædia Britannica 2010 Ultimate Reference Suite DVD', 'encyclopædia britannica ultimate reference suite 2004 dvd', 'Encyclopaedia Brittannica', 'Britannica DVD', 'encyclopedia britannica', 'New Encyclopaedia Britannica', 'Encyclopaedia Britannica', 'britannica 2005 ultimate reference suite dvd', 'concise encyclopaedia britannica', 'The Encyclopædia britannica', 'Encyclopædia Britannica 2006 Ultimate Reference Suite DVD', 'ENCYCLOPAEDIA BRITANNICA', 'Encyclopaedia Brittania', 'Britannica 2010', 'Encyclopeia brittanica', 'britannica desktop', 'Encyclopædia Britannica 2010 Ultimate Reference Suite DVD-ROM', 'Britannica Desktop', 'britannica ultimate reference suite 2006 dvd', '9th edition of encyclopaedia britannica', 'encyclopædia britannica ultimate reference', ""Encyclopaeda Britannica's Guide to American Presidents"", 'Encyclopædia Britannica DVD', 'encyclopaedia britannica 2004 ultimate reference suite dvd', 'Encyclopaedia Britannica Ultimate Reference Suite DVD', 'Seventh edition of the Encyclopædia Britannica', 'encyclopedia brittannica', 'Encyclpædia Britannica', 'Encyclopedia brittannica', 'encyclopædia britannica 2010 ultimate reference suite dvd', 'Encyclopaeedia Britannica', 'encyclpædia britannica', 'britannica offline', 'Brittannica', 'The Encyclopædia Britannica', 'The Encyclopedia Britannica', 'Britanica', 'Encyclopedia Britanica', 'encyclopaedia britannica ultimate reference suite 2010', 'Encyclopedia Brittanica', 'Encyclopædia Britannica Ultimate Reference Suite DVD', 'Encyclopædia Britannica 2007 Ultimate Reference Suite DVD', 'Encyclopædia Britannica Ultimate Reference Suite 2010', 'brittannica online', 'britannica junior encyclopædia', 'encyclopedia birtannica', 'Encyclopedia birtannica', 'Staff of the Encyclopaedia Britannica', 'Encyclopaedia Brittanica', 'encyclopaedia britannica ultimate reference suite', 'encyclopaedia britannica 2006 ultimate reference suite dvd', 'Britannica', 'Brittannica online', 'The Concise Encyclopædia Britannica', 'Encyclopædia Britannica', 'Encyclopæedia Britannica', '9th edition of the Encyclopaedia Britannica', 'Encyclopædia Britannica Ultimate Reference Suite 2004 DVD', 'britannica concise encyclopedia', 'EBUK', 'encyclopædia britannica ultimate', 'encyclopedia britannicas', 'Encyclopaedia Britannica Ultimate Reference Suite 2010', 'Concise Encyclopaedia Britannica', 'Encyclopædia Britannica Ultimate Reference', 'brittannica', 'Staff of the Encyclopedia Britannica', 'Encyclopaedia Britannica Ultimate Reference Suite', 'Britannica offline', 'Britannica 2005 Ultimate Reference Suite DVD', 'new encyclopaedia britannica', 'brittanica', 'encyclopædia brittannica', 'encyclopaedia britanica', 'Britannica Encyclopaedia', 'encyclopaedia britannica', 'Encyclopedia britannicas', 'Britainnica', 'encyclopaedia britannica ultimate reference suite 2004 dvd', 'britannica ultimate reference suite dvd', 'encyclopædia britannica 2006 ultimate reference suite dvd', 'encyclopaedia britannica 2010 ultimate reference suite dvd rom', 'encyclopædia britannica 2007 ultimate reference suite dvd', 'enyclopedia brittanica', 'encyclopædia britannica dvd', 'Encyclopedia Britannica', 'Enyclopedia Brittanica', 'britannica encyclopaedia', 'britannica dvd', 'Encyclopaedia Britannica 2010 Ultimate Reference Suite DVD-ROM', 'encyclopædia britannica', 'encyclopædia brittanica', 'Britannica Junior Encyclopædia', 'Staff of the Encyclopædia Britannica', 'Encyclopedia Brittannia', 'Encyclopedia Brittannica', 'new encyclopædia britannica', 'encyclopaedia britannica ultimate reference suite 2005 dvd', 'Encyclopædia Britannica Ultimate', 'Encyclopedia Brittania', 'encyclopaedia britannica ultimate reference suite dvd', 'encyclopeia brittanica', 'encyclopædia britannica 2010 ultimate reference suite dvd rom', 'encyclopedia of britannica', 'Encyclopædia Britannica 2005 Ultimate Reference Suite DVD', 'staff of encyclopædia britannica', 'britanica', 'encyclopedia britanica', 'Britannica Student Encyclopedia', 'encyclopædia britannica ultimate reference suite dvd', 'The New Encyclopædia Britannica', 'encyclopedia brittannia', 'concise encyclopædia britannica', 'Encyclopædia britannica', 'britannica', 'Brittanica', 'encyclopaedia brittania', 'Encyclopaedia Britannica 2006 Ultimate reference Suite DVD', 'Encyclopædia Brittannica', 'encyclopædia britannica s guide to american presidents', 'encyclopæedia britannica', 'encyclopaedia brittanica', 'britannica student encyclopedia', 'encyclpaedia britannica', 'Encyclopedia brittannia', 'encylopedia britannica', 'encyclopaedia brittannica', 'encyclopedia britannia', 'Encyclopedia of Britannica', 'Encylopedia Britannica', 'ebuk', ""Encyclopædia Britannica's Guide to American Presidents"", 'staff of encyclopaedia britannica', 'encyclopædia britannica 2005 ultimate reference suite dvd', 'Encyclopædia Britannica 2004 Ultimate Reference Suite DVD', 'encyclopaeedia britannica', 'Britannica Concise Encyclopedia', 'Encyclopaedia britannica', 'Encyclopedia britannica', 'britainnica', 'britannica 2010', 'Encyclopaedia Britannica Ultimate Reference Suite 2005 DVD', 'Encyclopaedia Britanica', 'seventh edition of encyclopædia britannica', 'Encyclopaedia Britannica Ultimate Reference Suite 2004 DVD', 'Encyclopedia brittania', 'encyclopædia britannica 2004 ultimate reference suite dvd', 'encyclopedia brittanica', 'encyclopedia brittania', 'encyclopædia britannica ultimate reference suite 2010', 'Encyclopædia Brittanica', 'Encyclpaedia Britannica', 'Britannica Ultimate Reference Suite DVD', 'Britannica Ultimate Reference Suite 2006 DVD', 'Encyclopedia Britannia', 'Encyclopedia britanica', 'encyclopaeda britannica s guide to american presidents', 'Britannica dvd', 'Encyclopaedia Britannica 2004 Ultimate Reference Suite DVD', 'Encylopedia britannica']","Answer the trivia question concisely with the best short answer.
Question: What was first published in Edinburgh between 1768 and 1771 thanks to the efforts of the 'Society of Gentlemen in Scotland'?
Answer:",The Edinburgh Encyclopedia.,2.607269763946533,"{""answer"": ""The Edinburgh Encyclopedia."", ""uncertainty_score"": 2.607269763946533}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Who did Ringo Starr replace as drummer for The Beatles?,jp_805,www.jetpunk.com,"['Pete Best & The All Stars', 'pete best band', 'Pete Best discography', 'Best of the Beatles', 'best of beatles', 'The Pete Best Band', 'pete best four', 'randolph peter best', 'pete best', 'pete best all stars', 'pete best discography', 'Pete Best Four', 'Randolph Peter Best', 'Pete Best', 'Best of The Beatles']","Answer the trivia question concisely with the best short answer.
Question: Who did Ringo Starr replace as drummer for The Beatles?
Answer:",Pete Best.,0.12126895785331726,"{""answer"": ""Pete Best."", ""uncertainty_score"": 0.12126895785331726}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What was Gulliver’s first name?,dpql_2527,https://derbyshirepubquizleague.wordpress.com/,"['lemuel', 'lemuel disambiguation', 'Lamuel', 'Lemuel', 'lamuel', 'Lemuel (disambiguation)']","Answer the trivia question concisely with the best short answer.
Question: What was Gulliver’s first name?
Answer:",Lemuel.,0.059997644275426865,"{""answer"": ""Lemuel."", ""uncertainty_score"": 0.059997644275426865}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Nicolai Petrovich Poliakov became better known as who?,sfq_22925,www.sfquiz.org.uk,"['coco clown', 'Nickolai Polakovs', 'Coco the Clown', 'nicolai poliakoff', 'Coco the clown', 'nickolai polakovs', 'Nicolai Poliakoff']","Answer the trivia question concisely with the best short answer.
Question: Nicolai Petrovich Poliakov became better known as who?
Answer:",Poliakoff.,2.4530258178710938,"{""answer"": ""Poliakoff."", ""uncertainty_score"": 2.4530258178710938}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Who was the Supreme Allied Commander during the D Day landings of 1944?,qz_4704,https://www.quiz-zone.co.uk/,"['General Dwight D Eisenhower', 'general dwight d eisenhower']","Answer the trivia question concisely with the best short answer.
Question: Who was the Supreme Allied Commander during the D Day landings of 1944?
Answer:",General Dwight D. Eisenhower.,0.2446957230567932,"{""answer"": ""General Dwight D. Eisenhower."", ""uncertainty_score"": 0.2446957230567932}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Which heavyweight defeated Lennox Lewis for the world title in April 2001, butlost in the rematch later the same year?",odql_8032,http://www.odquiz.org.uk/,"['nasim rahman', 'NASIM RAHMAN']","Answer the trivia question concisely with the best short answer.
Question: Which heavyweight defeated Lennox Lewis for the world title in April 2001, butlost in the rematch later the same year?
Answer:",Vitali Klitschko.,2.9986822605133057,"{""answer"": ""Vitali Klitschko."", ""uncertainty_score"": 2.9986822605133057}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
The Solheim Cup is contested by women in which sport?,qb_1658,http://www.quizballs.com/,"['Scotch foursomes', 'Golf Conditioning', 'Golfing', 'Golf technology', 'scotch foursomes', 'golf sport', ""Men's Golf"", 'Golf conditioning', 'Golf', 'Texas scramble', 'golfer', 'Duffs', 'Scramble (golf)', 'The Development of Golf Technology', 'Golf (Sport)', 'duffs', 'golfing', 'Golfer', 'golf tournament', 'Golf Tournament', 'duffed', 'Duffed', 'GOLF', 'Golf tournament', 'development of golf technology', 'golf conditioning', 'golf technology', 'golf', '🏌', 'texas scramble', 'scramble golf', 'men s golf']","Answer the trivia question concisely with the best short answer.
Question: The Solheim Cup is contested by women in which sport?
Answer:",Golf.,0.04932505264878273,"{""answer"": ""Golf."", ""uncertainty_score"": 0.04932505264878273}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"""Who was """"Sports Illustrated"""" magazine's first """"Sportsman of the Year""""?""",qw_10089,http://www.quizwise.com/,"['roger bannister', 'roger gilbert bannister', 'roger banister', 'Sir Bannister', 'Roger Bannister', 'Sir Roger Bannister', 'bannister sir roger gilbert', 'Bannister, Sir Roger Gilbert', 'sir roger bannister', '3 minute mile', 'Roger banister', 'sir bannister', 'Roger Gilbert Bannister']","Answer the trivia question concisely with the best short answer.
Question: ""Who was """"Sports Illustrated"""" magazine's first """"Sportsman of the Year""""?""
Answer:",Jesse Owens.,0.9859569668769836,"{""answer"": ""Jesse Owens."", ""uncertainty_score"": 0.9859569668769836}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Named after a character appearing in Acts of the Apostles, what name is given to the act of paying for sacraments and consequently for holy offices or positions in the hierarchy of a church?",sfq_23100,www.sfquiz.org.uk,"['Simony', 'simoniacal alienation', 'simoniacal', 'Simonists', 'Simoniacal contract', 'simoniac', 'Simoniac', 'simony', 'simoniacal contract', 'Simoniacal alienation', 'Simonist', 'Simoniacal', 'simonists', 'simonist']","Answer the trivia question concisely with the best short answer.
Question: Named after a character appearing in Acts of the Apostles, what name is given to the act of paying for sacraments and consequently for holy offices or positions in the hierarchy of a church?
Answer:","Tithing.

Explanation: The term ""tithing"" comes from the biblical story of the Israelites, who were commanded to give one-tenth of their crops to the Levites, a tribe of priests. In the Acts of the Apostles, the apostle Paul is said to have instructed the early Christian church to ""tithing"" or giving one-tenth of their income to the church. The practice of tithing has been adopted by many Christian denominations as a way",24.679670333862305,"{""answer"": ""Tithing.\n\nExplanation: The term 'tithing' comes from the biblical story of the Israelites, who were commanded to give one-tenth of their crops to the Levites, a tribe of priests. In the Acts of the Apostles, the apostle Paul is said to have instructed the early Christian church to 'tithing' or giving one-tenth of their income to the church. The practice of tithing has been adopted by many Christian denominations as a way"", ""uncertainty_score"": 24.679670333862305}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Prince Escalus, the Prince of Verona appears in which Shakespeare play?",odql_10162,http://www.odquiz.org.uk/,"['Montague and Capulet', 'Romio and Julliet', 'plague on both your houses', 'Romeo and Julet', 'A plague on both your houses', 'Romeo and Juliette', 'romeo juliet', 'romeo and juliet', 'The Tragedy Romeo and Juliet', 'Romeo and Juliet', 'Romeo and Julia', 'escalus', 'romeo and juiliet', 'The Tragedy of Romeo and Juliet', 'Romeo and Juliet Conflicts', 'Romeo and Juilet', 'romeo and juliette', 'romio and julliet', 'romeo juliet act 5', 'juliet and romeo opera', 'romeo and julet', 'romeo and juilet', 'Romeo And Juliet', 'romeo and juliet conflicts', 'romeo and julia', 'The most excellent and lamentable tragedie, of Romeo and Iuliet', 'most excellent and lamentable tragedie of romeo and iuliet', 'tragedy of romeo juliet', 'The Most Excellent and Lamentable Tragedy of Romeo and Juliet', 'Romeo and juliet', 'tragedy romeo and juliet', 'ROMEO AND JULIET', 'Romeo & Juliette', 'tragedy of romeo and juliet', 'Romeo Juliet', 'Romeo & juliet act 5', 'The Tragedy Of Romeo And Juliet', 'Juliet and Romeo (opera)', 'Romeo & Juliet', 'Romeo and Juiliet', 'most excellent and lamentable tragedy of romeo and juliet', 'montague and capulet', 'Romeo and juilet', 'Romeo and Iuliet', 'The Tragedy of Romeo & Juliet', 'Romeo and Juliet (play)', 'romeo juliette', 'romeo and juliet play', 'Escalus', 'romeo and iuliet']","Answer the trivia question concisely with the best short answer.
Question: Prince Escalus, the Prince of Verona appears in which Shakespeare play?
Answer:",Romeo and Juliet.,0.07107991725206375,"{""answer"": ""Romeo and Juliet."", ""uncertainty_score"": 0.07107991725206375}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Southern Distilleries Ltd, the world's most southern distillery, produces Hokonui Moonshine, named after the mountains where the illicit version of the drink first appeared, in which country?",bb_1477,http://www.businessballs.com/,"['Nu Tirani', 'New zeeland', 'aotearoa', 'New zelanad', 'Newzealand', 'NEW Z', 'Enzed', 'nz', 'staaten land', 'Etymology of New Zealand', 'sheepland', 'new zealend', ""New Zealand's"", 'Sheepland', 'n z', 'Aotearoa / New Zealand', 'aotearoa new zealand', 'New-Zealand', 'New+Zealand', 'Staaten land', 'New zeland', 'Kiwistan', 'nu tirani', 'staten landt', 'māoria', 'new zelanad', 'New Zeeland', 'N. Zealand', 'Staten Land', 'Nouvelle-Zelande', 'New Zealend', 'nzl', 'Its got that new zeal', 'NewZealand', 'NZ', 'niu tireni', 'n zealand', 'neo zealand', 'Administrative divisions of new zealand', 'mew zealand', 'iso 3166 1 nz', 'Nova Zeelandia', 'new zealnad', 'New Zealand.', 'new zealand s', 'Maoriland', 'new z', 'Name of New Zealand', 'New Zealnd', 'Kiwiland', 'NEW ZEALAND', 'New.Zealand', 'Nz', 'new zaeland', 'New Zaeland', 'newzealand', 'Niu Tireni', 'name of new zealand', 'Māoria', 'Neo Zealand', 'kiwiland', 'Staten Landt', 'N.Z.', 'kiwistan', 'nouvelle zelande', 'New Zeland', 'Subdivisions of New Zealand', 'ISO 3166-1:NZ', 'New Zealand', 'maoriland', 'Mew Zealand', 'new xealand', 'staten land', 'N z', 'new zeeland', 'N Zealand', 'etymology of new zealand', 'new zealnd', 'new zealand', 'enzed', 'nova zeelandia', 'New Zealand,', 'New Zealnad', 'NZL', 'New Xealand', 'AoTeAroa', 'administrative divisions of new zealand', 'New zealand', 'subdivisions of new zealand', 'Administrative divisions of New Zealand', 'its got that new zeal', 'new zeland', 'N Z']","Answer the trivia question concisely with the best short answer.
Question: Southern Distilleries Ltd, the world's most southern distillery, produces Hokonui Moonshine, named after the mountains where the illicit version of the drink first appeared, in which country?
Answer:",New Zealand.,0.1001969650387764,"{""answer"": ""New Zealand."", ""uncertainty_score"": 0.1001969650387764}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"""Some cocktails are """"poetic"""". What name do you get if you replace the Angostura Bitters in a Rob Roy with Benedictine?""",wh_2364,http://www.wrexhamquizleague.co.uk/,"['r burns', ""Scotland's favourite son"", 'burns club', 'Burns club', 'robbie burns', 'robert burns poet', 'ploughman poet', ""Scotland's favorite son"", 'William Burness', 'burnsian', 'Ploughman Poet', 'R. Burns', 'rabbie burns', 'ROBBIE BURNS', 'william burness', 'Robert Burns(poet)', 'Robbie Burns', 'The Bard of Ayrshire', 'robert burns s songs', 'sylvander', 'burns poetry', 'Burnsian', 'Robbie burns', 'scotlands favourite son', 'Rabbie Burns', 'Burns Club', 'Scotlands favorite son', 'Sylvander', ""Robert Burns's songs"", 'robert burns', 'Robert Burns', 'scotland s favorite son', 'bard of ayrshire', 'Bard of Ayrshire', 'The ploughman poet', ""Burns' poetry"", 'Scotlands favourite son', 'scotlands favorite son', 'scotland s favourite son']","Answer the trivia question concisely with the best short answer.
Question: ""Some cocktails are """"poetic"""". What name do you get if you replace the Angostura Bitters in a Rob Roy with Benedictine?""
Answer:",The final answer is: Manhattan.,4.7421112060546875,"{""answer"": ""The final answer is: Manhattan."", ""uncertainty_score"": 4.7421112060546875}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"""Heinz Baked Beans are branded with the ironically misleading byline of """"(how many) Varieties""""?""",bb_1641,http://www.businessballs.com/,"['57', 'fifty-seven', 'fifty seven']","Answer the trivia question concisely with the best short answer.
Question: ""Heinz Baked Beans are branded with the ironically misleading byline of """"(how many) Varieties""""?""
Answer:",2.,3.212317943572998,"{""answer"": ""2."", ""uncertainty_score"": 3.212317943572998}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which carnivore’s liver is so packed with Vitamin A it would kill you if you ate it?,dpql_3730,https://derbyshirepubquizleague.wordpress.com/,"['polar bera', 'northern bear', 'Arctic bear', 'Ursus marinus', 'polar bear population', 'thalarctos', 'Ursus polaris', 'ursus polaris', 'Ice bear', 'Ursus labradorensis', 'arctic bear', 'u maritimus', 'polarbear', 'polar bear habitat', 'ursus spitzbergensis', 'polar bear populations', 'icebear', 'Polar bear habitat', 'Ice Bear', 'ursus ungavensis', 'Ursus ungavensis', 'Ursus jenaensis', 'Northern bears', 'Thalarctos', 'thalarctos maritimus', 'Polarbear', 'snow bear', 'Polar Bear', 'Snow bear', 'Polar-bear', 'Ursus groenlandicus', 'Polar bears', 'Northern bear', 'Ursus eogroenlandicus', 'polar bear cub', 'U. maritimus', 'ursus marinus', 'Ursus maritimus maritimus', 'polar bears', 'Polar bear population', 'ursus eogroenlandicus', 'Polar bear', 'Thalarctos maritimus', 'Ursus spitzbergensis', 'Polar Bears', 'ursus jenaensis', 'Polar bera', 'ursus maritimus maritimus', 'ursus labradorensis', 'Icebear', 'Polar bear populations', 'Polar Bear Cub', 'ursus groenlandicus', 'Ursus maritimus', 'ice bear', 'ursus maritimus', 'northern bears', 'polar bear']","Answer the trivia question concisely with the best short answer.
Question: Which carnivore’s liver is so packed with Vitamin A it would kill you if you ate it?
Answer:",Polar bear.,0.45083072781562805,"{""answer"": ""Polar bear."", ""uncertainty_score"": 0.45083072781562805}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"""What bebopping saxophonist was known as """"Bird""""?""",jp_166,www.jetpunk.com,"['Charlie %22Bird%22 Parker', 'cool blues', 'Charlie Parker Septet', 'The Charlie Parker Septet', 'charlie parker septet', 'Parker, Charlie Bird', 'Charles Parker, Jr.', 'charlie parker', 'Charlie Parker', 'charles parker jr', 'charlie parker residence', 'parker charlie bird', 'Charlie parker', 'Charlie Parker Residence', 'charlie 22bird 22 parker', 'charlie “bird” parker', 'Charlie “Bird” Parker', 'Cool blues']","Answer the trivia question concisely with the best short answer.
Question: ""What bebopping saxophonist was known as """"Bird""""?""
Answer:",Charlie Parker.,0.09438817948102951,"{""answer"": ""Charlie Parker."", ""uncertainty_score"": 0.09438817948102951}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
